target_entity_id,year,success,message
06QNKX-E,2016,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/06QNKX-E_2016_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/06QNKX-E_2016_target_info.json"
06QNKX-E,2017,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/06QNKX-E_2017_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/06QNKX-E_2017_target_info.json"
06QNKX-E,2018,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/06QNKX-E_2018_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/06QNKX-E_2018_target_info.json"
06QNKX-E,2019,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/06QNKX-E_2019_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/06QNKX-E_2019_target_info.json"
06QNKX-E,2020,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/06QNKX-E_2020_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/06QNKX-E_2020_target_info.json"
06QNKX-E,2021,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/06QNKX-E_2021_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/06QNKX-E_2021_target_info.json"
06QNKX-E,2022,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/06QNKX-E_2022_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/06QNKX-E_2022_target_info.json"
002C5D-E,2015,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/002C5D-E_2015_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/002C5D-E_2015_target_info.json"
002C5D-E,2016,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/002C5D-E_2016_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/002C5D-E_2016_target_info.json"
002C5D-E,2017,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/002C5D-E_2017_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/002C5D-E_2017_target_info.json"
002C5D-E,2018,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/002C5D-E_2018_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/002C5D-E_2018_target_info.json"
002C5D-E,2019,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/002C5D-E_2019_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/002C5D-E_2019_target_info.json"
002C5D-E,2020,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/002C5D-E_2020_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/002C5D-E_2020_target_info.json"
002C5D-E,2021,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/002C5D-E_2021_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/002C5D-E_2021_target_info.json"
002C5D-E,2022,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/002C5D-E_2022_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/002C5D-E_2022_target_info.json"
00208X-E,2015,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/00208X-E_2015_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/00208X-E_2015_target_info.json"
00208X-E,2016,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/00208X-E_2016_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/00208X-E_2016_target_info.json"
00208X-E,2017,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/00208X-E_2017_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/00208X-E_2017_target_info.json"
00208X-E,2018,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/00208X-E_2018_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/00208X-E_2018_target_info.json"
00208X-E,2019,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/00208X-E_2019_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/00208X-E_2019_target_info.json"
00208X-E,2020,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/00208X-E_2020_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/00208X-E_2020_target_info.json"
00208X-E,2021,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/00208X-E_2021_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/00208X-E_2021_target_info.json"
00208X-E,2022,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/00208X-E_2022_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/00208X-E_2022_target_info.json"
0025F0-E,2015,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/0025F0-E_2015_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/0025F0-E_2015_target_info.json"
0025F0-E,2016,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/0025F0-E_2016_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/0025F0-E_2016_target_info.json"
0025F0-E,2017,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/0025F0-E_2017_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/0025F0-E_2017_target_info.json"
0025F0-E,2018,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/0025F0-E_2018_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/0025F0-E_2018_target_info.json"
0025F0-E,2019,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/0025F0-E_2019_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/0025F0-E_2019_target_info.json"
0025F0-E,2020,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/0025F0-E_2020_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/0025F0-E_2020_target_info.json"
0025F0-E,2021,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/0025F0-E_2021_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/0025F0-E_2021_target_info.json"
0025F0-E,2022,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/0025F0-E_2022_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/0025F0-E_2022_target_info.json"
003B1C-E,2015,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/003B1C-E_2015_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/003B1C-E_2015_target_info.json"
003B1C-E,2016,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/003B1C-E_2016_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/003B1C-E_2016_target_info.json"
003B1C-E,2017,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/003B1C-E_2017_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/003B1C-E_2017_target_info.json"
003B1C-E,2018,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/003B1C-E_2018_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/003B1C-E_2018_target_info.json"
003B1C-E,2019,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/003B1C-E_2019_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/003B1C-E_2019_target_info.json"
003B1C-E,2020,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/003B1C-E_2020_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/003B1C-E_2020_target_info.json"
003B1C-E,2021,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/003B1C-E_2021_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/003B1C-E_2021_target_info.json"
003B1C-E,2022,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/003B1C-E_2022_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/003B1C-E_2022_target_info.json"
000C35-E,2015,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000C35-E_2015_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000C35-E_2015_target_info.json"
000C35-E,2016,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000C35-E_2016_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000C35-E_2016_target_info.json"
000C35-E,2017,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000C35-E_2017_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000C35-E_2017_target_info.json"
000C35-E,2018,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000C35-E_2018_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000C35-E_2018_target_info.json"
000C35-E,2019,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000C35-E_2019_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000C35-E_2019_target_info.json"
000C35-E,2020,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000C35-E_2020_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000C35-E_2020_target_info.json"
000C35-E,2021,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000C35-E_2021_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000C35-E_2021_target_info.json"
000C35-E,2022,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000C35-E_2022_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000C35-E_2022_target_info.json"
000C6B-E,2015,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000C6B-E_2015_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000C6B-E_2015_target_info.json"
000C6B-E,2016,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000C6B-E_2016_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000C6B-E_2016_target_info.json"
000C6B-E,2017,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000C6B-E_2017_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000C6B-E_2017_target_info.json"
000C6B-E,2018,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000C6B-E_2018_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000C6B-E_2018_target_info.json"
000C6B-E,2019,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000C6B-E_2019_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000C6B-E_2019_target_info.json"
000C6B-E,2020,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000C6B-E_2020_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000C6B-E_2020_target_info.json"
000C6B-E,2021,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000C6B-E_2021_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000C6B-E_2021_target_info.json"
000C6B-E,2022,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000C6B-E_2022_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000C6B-E_2022_target_info.json"
00148F-E,2015,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/00148F-E_2015_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/00148F-E_2015_target_info.json"
00148F-E,2016,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/00148F-E_2016_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/00148F-E_2016_target_info.json"
00148F-E,2017,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/00148F-E_2017_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/00148F-E_2017_target_info.json"
00148F-E,2018,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/00148F-E_2018_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/00148F-E_2018_target_info.json"
00148F-E,2019,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/00148F-E_2019_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/00148F-E_2019_target_info.json"
00148F-E,2020,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/00148F-E_2020_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/00148F-E_2020_target_info.json"
00148F-E,2021,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/00148F-E_2021_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/00148F-E_2021_target_info.json"
00148F-E,2022,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/00148F-E_2022_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/00148F-E_2022_target_info.json"
0016FD-E,2015,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/0016FD-E_2015_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/0016FD-E_2015_target_info.json"
0016FD-E,2016,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/0016FD-E_2016_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/0016FD-E_2016_target_info.json"
0016FD-E,2017,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/0016FD-E_2017_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/0016FD-E_2017_target_info.json"
0016FD-E,2018,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/0016FD-E_2018_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/0016FD-E_2018_target_info.json"
0016FD-E,2019,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/0016FD-E_2019_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/0016FD-E_2019_target_info.json"
0016FD-E,2020,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/0016FD-E_2020_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/0016FD-E_2020_target_info.json"
0016FD-E,2021,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/0016FD-E_2021_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/0016FD-E_2021_target_info.json"
0016FD-E,2022,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/0016FD-E_2022_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/0016FD-E_2022_target_info.json"
000FFC-E,2015,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000FFC-E_2015_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000FFC-E_2015_target_info.json"
000FFC-E,2016,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000FFC-E_2016_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000FFC-E_2016_target_info.json"
000FFC-E,2017,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000FFC-E_2017_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000FFC-E_2017_target_info.json"
000FFC-E,2018,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000FFC-E_2018_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000FFC-E_2018_target_info.json"
000FFC-E,2019,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000FFC-E_2019_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000FFC-E_2019_target_info.json"
000FFC-E,2020,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000FFC-E_2020_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000FFC-E_2020_target_info.json"
000FFC-E,2021,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000FFC-E_2021_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000FFC-E_2021_target_info.json"
000FFC-E,2022,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000FFC-E_2022_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/000FFC-E_2022_target_info.json"
001274-E,2015,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/001274-E_2015_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/001274-E_2015_target_info.json"
001274-E,2016,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/001274-E_2016_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/001274-E_2016_target_info.json"
001274-E,2017,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/001274-E_2017_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/001274-E_2017_target_info.json"
001274-E,2018,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/001274-E_2018_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/001274-E_2018_target_info.json"
001274-E,2019,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/001274-E_2019_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/001274-E_2019_target_info.json"
001274-E,2020,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/001274-E_2020_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/001274-E_2020_target_info.json"
001274-E,2021,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/001274-E_2021_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/001274-E_2021_target_info.json"
001274-E,2022,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/001274-E_2022_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/001274-E_2022_target_info.json"
002111-E,2015,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/002111-E_2015_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/002111-E_2015_target_info.json"
002111-E,2016,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/002111-E_2016_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/002111-E_2016_target_info.json"
002111-E,2017,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/002111-E_2017_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/002111-E_2017_target_info.json"
002111-E,2018,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/002111-E_2018_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/002111-E_2018_target_info.json"
002111-E,2019,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/002111-E_2019_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/002111-E_2019_target_info.json"
002111-E,2020,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/002111-E_2020_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/002111-E_2020_target_info.json"
002111-E,2021,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/002111-E_2021_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/002111-E_2021_target_info.json"
002111-E,2022,True,"成功保存: /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/002111-E_2022_suppliers.csv, /home/yangmin/workplace/firmsim/pre_extracted_supplier_data/002111-E_2022_target_info.json"
